2.167110000000000000e+05,7.364000000000000000e+03
2.167310000000000000e+05,7.356000000000000000e+03
2.167510000000000000e+05,7.356000000000000000e+03
2.167710000000000000e+05,7.349000000000000000e+03
2.167910000000000000e+05,7.349000000000000000e+03
2.168110000000000000e+05,7.345000000000000000e+03
2.168310000000000000e+05,7.342000000000000000e+03
2.168510000000000000e+05,7.337000000000000000e+03
2.168710000000000000e+05,7.341000000000000000e+03
2.168910000000000000e+05,7.366000000000000000e+03
2.169110000000000000e+05,7.470000000000000000e+03
2.169310000000000000e+05,7.497000000000000000e+03
2.169510000000000000e+05,7.540000000000000000e+03
2.169710000000000000e+05,7.540000000000000000e+03
2.169910000000000000e+05,7.518000000000000000e+03
2.170110000000000000e+05,7.509000000000000000e+03
2.170310000000000000e+05,7.496000000000000000e+03
2.170510000000000000e+05,7.479000000000000000e+03
2.170710000000000000e+05,7.471000000000000000e+03
2.170910000000000000e+05,7.455000000000000000e+03
2.171110000000000000e+05,7.446000000000000000e+03
2.171310000000000000e+05,7.434000000000000000e+03
2.171510000000000000e+05,7.418000000000000000e+03
2.171710000000000000e+05,7.417000000000000000e+03
2.171910000000000000e+05,7.431000000000000000e+03
2.172110000000000000e+05,7.431000000000000000e+03
2.172310000000000000e+05,7.434000000000000000e+03
2.172510000000000000e+05,7.434000000000000000e+03
2.172710000000000000e+05,7.437000000000000000e+03
2.172910000000000000e+05,7.431000000000000000e+03
2.173110000000000000e+05,7.424000000000000000e+03
2.173310000000000000e+05,7.419000000000000000e+03
2.173510000000000000e+05,7.406000000000000000e+03
2.173710000000000000e+05,7.406000000000000000e+03
2.173910000000000000e+05,7.398000000000000000e+03
2.174110000000000000e+05,7.386000000000000000e+03
2.174310000000000000e+05,7.380000000000000000e+03
2.174510000000000000e+05,7.375000000000000000e+03
2.174710000000000000e+05,7.370000000000000000e+03
2.174910000000000000e+05,7.370000000000000000e+03
2.175110000000000000e+05,7.384000000000000000e+03
2.175310000000000000e+05,7.367000000000000000e+03
2.175510000000000000e+05,7.370000000000000000e+03
2.175710000000000000e+05,7.366000000000000000e+03
2.175910000000000000e+05,7.348000000000000000e+03
2.176110000000000000e+05,7.349000000000000000e+03
2.176310000000000000e+05,7.346000000000000000e+03
2.176510000000000000e+05,7.343000000000000000e+03
2.176710000000000000e+05,7.367000000000000000e+03
2.176910000000000000e+05,7.395000000000000000e+03
2.177110000000000000e+05,7.497000000000000000e+03
2.177310000000000000e+05,7.522000000000000000e+03
2.177510000000000000e+05,7.561000000000000000e+03
2.177710000000000000e+05,7.562000000000000000e+03
2.177910000000000000e+05,7.527000000000000000e+03
2.178110000000000000e+05,7.514000000000000000e+03
2.178310000000000000e+05,7.498000000000000000e+03
2.178510000000000000e+05,7.485000000000000000e+03
2.178710000000000000e+05,7.469000000000000000e+03
2.178910000000000000e+05,7.464000000000000000e+03
2.179110000000000000e+05,7.447000000000000000e+03
2.179310000000000000e+05,7.444000000000000000e+03
2.179510000000000000e+05,7.443000000000000000e+03
2.179710000000000000e+05,7.442000000000000000e+03
2.179910000000000000e+05,7.464000000000000000e+03
2.180110000000000000e+05,7.457000000000000000e+03
2.180310000000000000e+05,7.458000000000000000e+03
2.180510000000000000e+05,7.455000000000000000e+03
2.180710000000000000e+05,7.431000000000000000e+03
2.180910000000000000e+05,7.437000000000000000e+03
2.181110000000000000e+05,7.436000000000000000e+03
2.181310000000000000e+05,7.432000000000000000e+03
2.181510000000000000e+05,7.416000000000000000e+03
2.181710000000000000e+05,7.419000000000000000e+03
2.181910000000000000e+05,7.411000000000000000e+03
2.182110000000000000e+05,7.402000000000000000e+03
2.182310000000000000e+05,7.397000000000000000e+03
2.182510000000000000e+05,7.393000000000000000e+03
2.182710000000000000e+05,7.382000000000000000e+03
2.182910000000000000e+05,7.387000000000000000e+03
2.183110000000000000e+05,7.399000000000000000e+03
2.183310000000000000e+05,7.387000000000000000e+03
2.183510000000000000e+05,7.383000000000000000e+03
2.183710000000000000e+05,7.384000000000000000e+03
2.183910000000000000e+05,7.378000000000000000e+03
2.184110000000000000e+05,7.371000000000000000e+03
2.184310000000000000e+05,7.376000000000000000e+03
2.184510000000000000e+05,7.380000000000000000e+03
2.184710000000000000e+05,7.363000000000000000e+03
2.184910000000000000e+05,7.473000000000000000e+03
2.185110000000000000e+05,7.502000000000000000e+03
2.185310000000000000e+05,7.572000000000000000e+03
2.185510000000000000e+05,7.600000000000000000e+03
2.185710000000000000e+05,7.587000000000000000e+03
2.185910000000000000e+05,7.571000000000000000e+03
2.186110000000000000e+05,7.533000000000000000e+03
2.186310000000000000e+05,7.528000000000000000e+03
2.186570000000000000e+05,7.523000000000000000e+03
2.186710000000000000e+05,7.499000000000000000e+03
2.186910000000000000e+05,7.497000000000000000e+03
2.187110000000000000e+05,7.479000000000000000e+03
2.187310000000000000e+05,7.473000000000000000e+03
