1.128900000000000000e+04,1.013800000000000000e+04
1.130900000000000000e+04,1.011300000000000000e+04
1.132900000000000000e+04,1.009900000000000000e+04
1.134900000000000000e+04,1.008300000000000000e+04
1.136900000000000000e+04,1.008900000000000000e+04
1.138900000000000000e+04,1.008400000000000000e+04
1.140900000000000000e+04,1.008400000000000000e+04
1.142900000000000000e+04,1.007900000000000000e+04
1.144900000000000000e+04,1.007700000000000000e+04
1.146900000000000000e+04,1.005400000000000000e+04
1.148900000000000000e+04,1.003000000000000000e+04
1.150900000000000000e+04,1.002500000000000000e+04
1.152900000000000000e+04,1.000600000000000000e+04
1.154900000000000000e+04,1.001300000000000000e+04
1.156900000000000000e+04,9.997000000000000000e+03
1.158900000000000000e+04,9.997000000000000000e+03
1.160900000000000000e+04,9.990000000000000000e+03
1.162900000000000000e+04,9.981000000000000000e+03
1.164900000000000000e+04,9.974000000000000000e+03
1.166900000000000000e+04,9.972000000000000000e+03
1.168900000000000000e+04,1.002600000000000000e+04
1.170900000000000000e+04,1.005200000000000000e+04
1.172900000000000000e+04,1.007900000000000000e+04
1.174900000000000000e+04,1.013200000000000000e+04
1.176900000000000000e+04,1.013800000000000000e+04
1.178900000000000000e+04,1.013400000000000000e+04
1.180900000000000000e+04,1.014300000000000000e+04
1.182900000000000000e+04,1.010700000000000000e+04
1.184900000000000000e+04,1.009100000000000000e+04
1.186900000000000000e+04,1.006400000000000000e+04
1.188900000000000000e+04,1.005600000000000000e+04
1.190900000000000000e+04,1.005500000000000000e+04
1.192900000000000000e+04,1.003400000000000000e+04
1.194900000000000000e+04,1.001400000000000000e+04
1.196900000000000000e+04,1.000600000000000000e+04
1.198900000000000000e+04,9.979000000000000000e+03
1.200900000000000000e+04,9.985000000000000000e+03
1.202900000000000000e+04,9.973000000000000000e+03
1.204900000000000000e+04,9.970000000000000000e+03
1.206900000000000000e+04,9.947000000000000000e+03
1.208900000000000000e+04,9.939000000000000000e+03
1.210900000000000000e+04,9.918000000000000000e+03
1.212900000000000000e+04,9.922000000000000000e+03
1.214900000000000000e+04,9.906000000000000000e+03
1.216900000000000000e+04,9.898000000000000000e+03
1.218900000000000000e+04,9.890000000000000000e+03
1.220900000000000000e+04,9.884000000000000000e+03
1.222900000000000000e+04,9.899000000000000000e+03
1.224900000000000000e+04,9.923000000000000000e+03
1.226900000000000000e+04,1.003600000000000000e+04
1.228900000000000000e+04,1.006300000000000000e+04
1.230900000000000000e+04,1.009700000000000000e+04
1.232900000000000000e+04,1.009200000000000000e+04
1.234900000000000000e+04,1.009000000000000000e+04
1.236900000000000000e+04,1.008100000000000000e+04
1.238900000000000000e+04,1.007700000000000000e+04
1.240900000000000000e+04,1.005100000000000000e+04
