9.197700000000000000e+04,9.185000000000000000e+03
9.199700000000000000e+04,9.190000000000000000e+03
9.201700000000000000e+04,9.228000000000000000e+03
9.203700000000000000e+04,9.258000000000000000e+03
9.205700000000000000e+04,9.363000000000000000e+03
9.207700000000000000e+04,9.377000000000000000e+03
9.209700000000000000e+04,9.394000000000000000e+03
9.211700000000000000e+04,9.382000000000000000e+03
9.213700000000000000e+04,9.347000000000000000e+03
9.215700000000000000e+04,9.338000000000000000e+03
9.217700000000000000e+04,9.334000000000000000e+03
9.219700000000000000e+04,9.320000000000000000e+03
9.221700000000000000e+04,9.331000000000000000e+03
9.223700000000000000e+04,9.334000000000000000e+03
9.225700000000000000e+04,9.319000000000000000e+03
9.227700000000000000e+04,9.318000000000000000e+03
9.229700000000000000e+04,9.309000000000000000e+03
9.231700000000000000e+04,9.309000000000000000e+03
9.233700000000000000e+04,9.301000000000000000e+03
9.235700000000000000e+04,9.293000000000000000e+03
9.237700000000000000e+04,9.276000000000000000e+03
9.239700000000000000e+04,9.269000000000000000e+03
9.241700000000000000e+04,9.249000000000000000e+03
9.243700000000000000e+04,9.244000000000000000e+03
9.245700000000000000e+04,9.233000000000000000e+03
9.247700000000000000e+04,9.223000000000000000e+03
9.249700000000000000e+04,9.216000000000000000e+03
9.251700000000000000e+04,9.203000000000000000e+03
9.253700000000000000e+04,9.198000000000000000e+03
9.255700000000000000e+04,9.195000000000000000e+03
9.257700000000000000e+04,9.256000000000000000e+03
9.259700000000000000e+04,9.298000000000000000e+03
9.261700000000000000e+04,9.376000000000000000e+03
9.263700000000000000e+04,9.367000000000000000e+03
9.265700000000000000e+04,9.346000000000000000e+03
9.267700000000000000e+04,9.329000000000000000e+03
9.269700000000000000e+04,9.283000000000000000e+03
9.271700000000000000e+04,9.276000000000000000e+03
9.273700000000000000e+04,9.247000000000000000e+03
9.275700000000000000e+04,9.236000000000000000e+03
9.277700000000000000e+04,9.217000000000000000e+03
9.279700000000000000e+04,9.221000000000000000e+03
9.281700000000000000e+04,9.219000000000000000e+03
9.283700000000000000e+04,9.215000000000000000e+03
